payment_id,order_id,amount,fee,tax,net_amount,settlement_id,payment_date,settlement_date,status
pay_04YZF7F3,ORD_1041,232.78,4.66,0.84,227.28,setl_004,2026-08-20 22:16:00,2026-08-21,captured
pay_1RYQJ9SP,ORD_1042,473.44,9.47,1.7,462.27,setl_005,2026-08-21 00:34:00,2026-08-22,captured
pay_W5Z9PAB8,ORD_1043,1623.65,32.47,5.84,1585.34,setl_005,2026-08-21 05:21:00,2026-08-22,captured
pay_ZXBEQ34P,ORD_1044,376.83,7.54,1.36,367.93,setl_005,2026-08-21 08:51:00,2026-08-22,captured
pay_TYM2EESV,ORD_1045,1043.61,20.87,3.76,818.98,setl_005,2026-08-21 02:02:00,2026-08-22,captured
pay_GIZ0ECSN,ORD_1046,1588.97,31.78,5.72,1551.47,setl_005,2026-08-20 19:53:00,2026-08-21,captured
pay_CC3XQ08Z,ORD_1047,207.96,4.16,0.75,203.05,setl_005,2026-08-21 04:13:00,2026-08-22,captured
pay_NCVEPSBH,ORD_1048,2958.39,59.17,10.65,2888.57,setl_005,2026-08-21 05:27:00,2026-08-22,captured
pay_MT5W4HIR,ORD_1049,369.29,7.39,1.33,360.57,setl_005,2026-08-21 03:42:00,2026-08-22,captured
pay_2RQ3JZKX,ORD_1050,240.06,4.8,0.86,234.4,setl_005,2026-08-20 23:33:00,2026-08-21,captured
pay_UTICZ2PV,ORD_1051,939.65,18.79,3.38,917.48,setl_005,2026-08-21 03:29:00,2026-08-22,captured
pay_39UTNY79,ORD_1052,1226.71,24.53,4.42,1197.76,setl_005,2026-08-21 01:02:00,2026-08-22,captured
pay_QWWHGV1L,ORD_1053,1861.84,37.24,6.7,1817.9,setl_006,2026-08-21 06:11:30,2026-08-22,captured
pay_7GQG1W2L,ORD_1053,1861.84,37.24,6.7,1817.9,setl_006,2026-08-21 06:11:00,2026-08-22,captured
pay_PDUBXXOF,ORD_1054,1153.13,23.06,4.15,1125.92,setl_006,2026-08-20 19:15:00,2026-08-21,captured
pay_8WLPV6FI,ORD_1055,1794.06,35.88,6.46,1751.72,setl_006,2026-08-21 04:51:00,2026-08-22,captured
pay_WZR17OT2,ORD_1057,2465.87,49.32,8.88,2407.67,setl_006,2026-08-20 20:09:00,2026-08-21,captured
pay_KIFHGX6O,ORD_1058,1640.96,32.82,5.91,1602.23,setl_006,2026-08-21 01:21:00,2026-08-22,captured
pay_PL1WFMP0,ORD_1059,1256.1,25.12,4.52,1226.46,setl_006,2026-08-21 03:33:00,2026-08-22,captured
pay_4IM7JUDA,ORD_1060,160.64,3.21,0.58,156.85,setl_006,2026-08-21 08:25:00,2026-08-22,captured
pay_IXLZ13YI,ORD_1061,1032.39,20.65,3.72,1008.02,setl_006,2026-08-21 05:11:00,2026-08-22,captured
pay_TPXZIRYI,ORD_1062,986.76,19.74,3.55,963.47,setl_006,2026-08-21 04:57:00,2026-08-22,captured
pay_XM9BAEJR,ORD_1063,993.48,19.87,3.58,970.03,setl_006,2026-08-21 03:46:00,2026-08-22,captured
pay_TCUJ2X2C,ORD_1064,1202.07,24.04,4.33,1173.7,setl_007,2026-08-21 01:54:00,2026-08-22,captured
pay_7Q0WBF1I,ORD_1065,238.33,5.62,1.01,231.7,setl_007,2026-08-20 22:29:00,2026-08-21,captured
pay_8HYCSSTR,ORD_1066,1253.07,25.06,4.51,1223.5,setl_007,2026-08-21 04:56:00,2026-08-22,captured
pay_HGXSG5KQ,ORD_1067,379.06,7.58,1.36,370.12,setl_007,2026-08-20 23:38:00,2026-08-21,captured
pay_CNINW4ZA,ORD_1068,3530.92,70.62,12.71,3447.59,setl_007,2026-08-20 21:17:00,2026-08-21,captured
pay_XGH14KOP,ORD_1069,1853.19,37.06,6.67,1809.46,setl_007,2026-08-21 05:49:00,2026-08-22,captured
pay_NVFRCEX0,ORD_1070,407.88,8.16,1.47,398.25,setl_007,2026-08-21 23:59:00,2026-08-23,captured
pay_AXGWJP7S,ORD_1071,467.03,9.34,1.68,456.01,setl_007,2026-08-20 23:16:00,2026-08-21,captured
pay_I5MHOU6T,ORD_1072,441.13,8.82,1.59,430.72,setl_007,2026-08-21 01:00:00,2026-08-22,captured
pay_PLM0UB1X,ORD_1073,496.88,9.94,1.79,385.77,setl_007,2026-08-21 22:58:00,2026-08-22,captured
pay_F8EX5I1P,ORD_1074,850.84,17.02,3.06,830.76,setl_007,2026-08-21 18:26:00,2026-08-22,captured
pay_Y0RR9WED,ORD_1075,1499.69,29.99,5.4,1464.3,setl_008,2026-08-22 03:37:00,2026-08-23,captured
pay_VIUIID81,ORD_1076,1033.74,20.67,3.72,1009.35,setl_008,2026-08-21 19:13:00,2026-08-22,captured
pay_8ESL2ZZC,ORD_1077,873.22,17.46,3.14,852.62,setl_008,2026-08-22 01:26:00,2026-08-23,captured
pay_4HPB2BD6,ORD_1078,2488.64,49.77,8.96,2429.91,setl_008,2026-08-22 04:02:00,2026-08-23,captured
pay_0HM6EZ5F,ORD_1079,401.34,8.03,1.45,391.86,setl_008,2026-08-21 18:03:00,2026-08-22,captured
pay_JSJX2QEQ,ORD_1080,234.5,4.69,0.84,228.97,setl_008,2026-08-22 07:02:00,2026-08-23,captured
pay_65W5UKHI,ORD_1081,1540.32,30.81,5.55,1503.96,setl_008,2026-08-22 02:39:00,2026-08-23,captured
pay_IOL1T8YT,ORD_1082,306.2,6.12,1.1,298.98,setl_008,2026-08-22 00:32:00,2026-08-23,captured
pay_E5EYQ84J,ORD_1083,521.55,10.43,1.88,509.24,setl_008,2026-08-22 07:45:00,2026-08-23,captured
pay_LYKI9UBS,ORD_1084,1458.91,29.18,5.25,1424.48,setl_009,2026-08-22 02:23:30,2026-08-23,captured
pay_N1WJ4KYH,ORD_1084,1458.91,29.18,5.25,1424.48,setl_009,2026-08-22 02:23:00,2026-08-23,captured
pay_EGCMI831,ORD_1085,370.79,7.42,1.34,362.03,setl_009,2026-08-21 22:35:00,2026-08-22,captured
pay_GKK8C695,ORD_1086,199.38,3.99,0.72,194.67,setl_009,2026-08-22 00:32:00,2026-08-23,captured
pay_5P4Y5C13,ORD_1087,534.52,10.69,1.92,521.91,setl_009,2026-08-22 02:55:00,2026-08-23,captured
pay_474A5I8Y,ORD_1088,3463.78,69.28,12.47,3382.03,setl_009,2026-08-21 22:55:00,2026-08-22,captured
pay_D49VHWVM,ORD_1089,2484.87,49.7,8.95,2426.22,setl_009,2026-08-22 06:59:00,2026-08-23,captured
pay_2ROFV26Q,ORD_1090,1850.89,37.02,6.66,1807.21,setl_009,2026-08-21 22:15:00,2026-08-22,captured
pay_QLCHYAK8,ORD_1091,329.25,6.58,1.18,321.49,setl_009,2026-08-22 00:56:00,2026-08-23,captured
pay_HNUVMXHH,ORD_1092,3025.47,60.51,10.89,2954.07,setl_009,2026-08-22 08:31:00,2026-08-23,captured
pay_VAUPCLO8,ORD_1093,366.34,7.33,1.32,357.69,setl_009,2026-08-22 02:50:00,2026-08-23,captured
pay_8177YN6B,ORD_1094,1005.84,20.12,3.62,982.1,setl_009,2026-08-22 08:26:00,2026-08-23,captured
pay_XVJFTS9T,ORD_1095,1648.13,32.96,5.93,1609.24,setl_010,2026-08-21 20:17:00,2026-08-22,captured
pay_MDJCHT68,ORD_1096,177.42,3.55,0.64,173.23,setl_010,2026-08-21 19:35:00,2026-08-22,captured
pay_TJGG27QO,ORD_1097,700.84,14.02,2.52,684.3,setl_010,2026-08-22 02:19:00,2026-08-23,captured
pay_KZHEWYN5,ORD_1098,1841.2,36.82,6.63,1797.75,setl_010,2026-08-22 08:06:00,2026-08-23,captured
pay_G9JSMYXR,ORD_1099,1546.1,30.92,5.57,1509.61,setl_010,2026-08-21 20:45:00,2026-08-22,captured
pay_1M0Z1RCW,ORD_1100,3536.9,70.74,12.73,3453.43,setl_010,2026-08-22 03:47:00,2026-08-23,captured
pay_CKE8M8WZ,ORD_1101,454.45,9.09,1.64,443.72,setl_010,2026-08-22 03:02:00,2026-08-23,captured
pay_8G6I9SGX,ORD_1102,956.73,19.13,3.44,934.16,setl_010,2026-08-22 06:07:00,2026-08-23,captured
pay_B06RNGBP,ORD_1103,3547.88,70.96,12.77,3464.15,setl_011,2026-08-21 20:18:00,2026-08-22,captured
pay_CTWMY1PS,ORD_1104,2461.37,49.23,8.86,2403.28,setl_011,2026-08-21 19:54:00,2026-08-22,captured
pay_16H135VO,ORD_1105,2954.23,59.08,10.63,2884.52,setl_011,2026-08-21 22:05:00,2026-08-22,captured
pay_0IVPSNMM,ORD_1106,697.41,13.95,2.51,680.95,setl_011,2026-08-21 21:30:00,2026-08-22,captured
pay_LRUCMBO0,ORD_1107,473.39,9.47,1.7,462.22,setl_011,2026-08-22 01:37:00,2026-08-23,captured
pay_RIQXCLHC,ORD_1108,701.32,14.03,2.53,684.76,setl_011,2026-08-22 05:03:00,2026-08-23,captured
pay_RG7CQLOE,ORD_1109,3483.13,69.66,12.54,3400.93,setl_011,2026-08-22 06:47:00,2026-08-23,captured
pay_6C8L7VN9,ORD_1110,262.5,5.25,0.94,256.31,setl_011,2026-08-21 20:49:00,2026-08-22,captured
pay_J39BEW3B,ORD_1111,402.67,8.05,1.45,393.17,setl_011,2026-08-22 01:12:00,2026-08-23,captured
pay_PKAYGM7J,ORD_1112,286.94,5.74,1.03,280.17,setl_012,2026-08-21 20:01:00,2026-08-22,captured
pay_C2KH2PMN,ORD_1113,1006.82,20.14,3.63,983.05,setl_012,2026-08-22 07:22:00,2026-08-23,captured
pay_QJ5TW6JN,ORD_1114,1810.71,36.21,6.52,1767.98,setl_012,2026-08-21 23:57:00,2026-08-22,captured
pay_G3BXCEIQ,ORD_1115,1154.27,23.09,4.16,1127.02,setl_012,2026-08-22 04:44:00,2026-08-23,captured
pay_82GEYHHG,ORD_1116,1202.58,24.05,4.33,1174.2,setl_012,2026-08-21 18:05:00,2026-08-22,captured
pay_X13NWCA5,ORD_1117,1496.54,29.93,5.39,1461.22,setl_012,2026-08-22 00:46:00,2026-08-23,captured
pay_5Y2LNANQ,ORD_1118,1902.7,38.05,6.85,1857.8,setl_012,2026-08-22 08:18:00,2026-08-23,captured
pay_98PRXW88,ORD_1119,1033.4,20.67,3.72,1009.01,setl_012,2026-08-22 06:46:00,2026-08-23,captured
pay_3R82NW56,ORD_1120,457.92,9.16,1.65,447.11,setl_012,2026-08-22 04:50:00,2026-08-23,captured
pay_1FW0GYLD,ORD_1121,351.22,7.02,1.26,342.94,setl_012,2026-08-22 05:50:00,2026-08-23,captured
pay_DW51KMR9,ORD_1122,1319.91,26.4,4.75,1288.76,setl_012,2026-08-22 02:25:00,2026-08-23,captured
pay_0VXT8JXU,ORD_1123,963.48,19.27,3.47,940.74,setl_012,2026-08-21 18:56:00,2026-08-22,captured
pay_RLWVVX7L,ORD_1124,1257.31,25.15,4.53,1227.63,setl_013,2026-08-21 17:56:00,2026-08-22,captured
pay_DSJV9KLE,ORD_1125,1523.1,30.46,5.48,1487.16,setl_013,2026-08-22 00:18:00,2026-08-23,captured
pay_CGUMCH1R,ORD_1127,1258.76,25.18,4.53,1229.05,setl_013,2026-08-22 00:34:00,2026-08-23,captured
pay_COKEPSSK,ORD_1128,1347.48,26.95,4.85,1315.68,setl_013,2026-08-22 04:31:00,2026-08-23,captured
pay_DN9JBYDI,ORD_1129,702.11,14.04,2.53,685.54,setl_013,2026-08-22 02:36:00,2026-08-23,captured
pay_0WQ537PG,ORD_1130,863.63,17.27,3.11,843.25,setl_013,2026-08-21 18:47:00,2026-08-22,captured
pay_0J5GCR4D,ORD_1131,1238.97,24.78,4.46,1209.73,setl_013,2026-08-22 03:49:00,2026-08-23,captured
pay_9HCEIICW,ORD_1132,374.94,7.5,1.35,366.09,setl_013,2026-08-22 07:43:00,2026-08-23,captured
pay_PNVV1G1N,ORD_1133,1586.54,31.73,5.71,1549.1,setl_014,2026-08-22 06:54:00,2026-08-23,captured
pay_2SFENBTG,ORD_1134,304.77,6.1,1.1,297.57,setl_014,2026-08-22 01:20:00,2026-08-23,captured
pay_I15M312J,ORD_1135,1871.77,37.44,6.74,1827.59,setl_014,2026-08-22 01:34:00,2026-08-23,captured
pay_17IP0ZA2,ORD_1136,1934.99,45.67,8.22,1881.1,setl_014,2026-08-22 00:08:00,2026-08-23,captured
pay_ZMLAJJHB,ORD_1137,720.95,14.42,2.6,703.93,setl_014,2026-08-21 23:58:00,2026-08-23,captured
pay_PZ4T2FI4,ORD_1138,1518.49,30.37,5.47,1282.65,setl_014,2026-08-22 01:08:00,2026-08-23,captured
pay_4PMFCKUY,ORD_1139,1525.39,30.51,5.49,1489.39,setl_014,2026-08-21 17:59:00,2026-08-22,captured
pay_8IW2DATC,ORD_1140,340.12,6.8,1.22,332.1,setl_014,2026-08-22 00:28:00,2026-08-23,captured
pay_XXOF5JGT,ORD_1141,259.72,5.19,0.93,253.6,setl_014,2026-08-21 19:40:00,2026-08-22,captured
pay_NAPH7KCN,ORD_1142,370.64,7.41,1.33,361.9,setl_015,2026-08-21 17:53:00,2026-08-22,captured
pay_3BUM92P8,ORD_1143,1862.8,37.26,6.71,1818.83,setl_015,2026-08-22 05:51:00,2026-08-23,captured
pay_P2GV2WX2,ORD_1144,471.11,9.42,1.7,459.99,setl_015,2026-08-23 00:09:00,2026-08-24,captured
pay_RD87LLGU,ORD_1145,1247.22,24.94,4.49,1217.79,setl_015,2026-08-23 07:08:00,2026-08-24,captured
pay_HELI6CZS,ORD_1146,1198.06,23.96,4.31,1169.79,setl_015,2026-08-22 17:34:00,2026-08-23,captured
pay_91JGIQRT,ORD_1147,2952.48,59.05,10.63,2882.8,setl_015,2026-08-22 20:41:00,2026-08-23,captured
pay_JZ4S4A61,ORD_1148,497.2,9.94,1.79,485.47,setl_015,2026-08-23 05:07:00,2026-08-24,captured
pay_VKCUQHK2,ORD_1149,1207.0,24.14,4.35,1178.51,setl_015,2026-08-22 21:54:00,2026-08-23,captured
pay_0PAPZTR3,ORD_1150,308.05,6.16,1.11,300.78,setl_015,2026-08-23 03:03:00,2026-08-24,captured
pay_C8JIGZZE,ORD_1151,651.07,13.02,2.34,635.71,setl_016,2026-08-23 00:11:00,2026-08-24,captured
pay_9ISKUEGH,ORD_1152,1514.43,30.29,5.45,1478.69,setl_016,2026-08-22 21:17:00,2026-08-23,captured
pay_OWGTZ6CB,ORD_1153,1456.68,29.13,5.24,1422.31,setl_016,2026-08-22 22:33:00,2026-08-23,captured
pay_NTGT7O7M,ORD_1154,1034.9,20.7,3.73,1010.47,setl_016,2026-08-22 21:12:00,2026-08-23,captured
pay_3FM4CYLW,ORD_1155,1536.21,30.72,5.53,1499.96,setl_016,2026-08-23 00:27:00,2026-08-24,captured
pay_B1BXZSN9,ORD_1156,378.24,7.56,1.36,369.32,setl_016,2026-08-23 08:01:00,2026-08-24,captured
pay_H0U4PY9R,ORD_1157,2456.6,49.13,8.84,2398.63,setl_016,2026-08-23 04:06:00,2026-08-24,captured
pay_MT7YOPVJ,ORD_1158,289.14,5.78,1.04,282.32,setl_016,2026-08-22 21:51:00,2026-08-23,captured
pay_4DKPNNV1,ORD_1159,490.12,9.8,1.76,478.56,setl_016,2026-08-23 08:32:00,2026-08-24,captured
pay_C9H7OM5J,ORD_1160,415.77,8.32,1.5,405.95,setl_016,2026-08-22 23:02:00,2026-08-23,captured
pay_1GUU4B3K,ORD_1161,3479.7,69.59,12.53,3397.58,setl_016,2026-08-23 01:00:00,2026-08-24,captured
pay_S0Q2TV7J,ORD_1162,157.83,3.16,0.57,154.1,setl_017,2026-08-23 00:57:30,2026-08-24,captured
pay_W6BWZ8BY,ORD_1162,157.83,3.16,0.57,154.1,setl_017,2026-08-23 00:57:00,2026-08-24,captured
pay_MEQ5JPKL,ORD_1163,205.97,4.12,0.74,201.11,setl_017,2026-08-22 20:03:00,2026-08-23,captured
pay_A8NLI8DP,ORD_1164,1537.24,30.74,5.53,1500.97,setl_017,2026-08-22 22:43:00,2026-08-23,captured
pay_FV9A6Z53,ORD_1165,1642.71,32.85,5.91,1603.95,setl_017,2026-08-22 23:15:00,2026-08-23,captured
pay_YH6TT6KX,ORD_1166,295.25,5.91,1.06,288.28,setl_017,2026-08-22 20:11:00,2026-08-23,captured
pay_KBTYCYUJ,ORD_1167,2504.48,50.09,9.02,2445.37,setl_017,2026-08-23 00:40:00,2026-08-24,captured
pay_4Y9W69RJ,ORD_1168,455.83,9.12,1.64,445.07,setl_017,2026-08-23 02:28:00,2026-08-24,captured
pay_2AXHDP4S,ORD_1169,650.91,13.02,2.34,635.55,setl_017,2026-08-23 07:56:00,2026-08-24,captured
pay_4BA0UAZO,ORD_1170,1181.46,23.63,4.25,1153.58,setl_017,2026-08-22 21:28:00,2026-08-23,captured
pay_NIJXMQ7T,ORD_1172,920.17,18.4,3.31,898.46,setl_017,2026-08-22 18:00:00,2026-08-23,captured
pay_X5VANYJ2,ORD_1173,2488.96,58.74,10.57,2419.65,setl_018,2026-08-23 06:28:00,2026-08-24,captured
pay_EID1MIJ2,ORD_1174,268.62,5.37,0.97,262.28,setl_018,2026-08-22 17:04:00,2026-08-23,captured
pay_IBI7YGWO,ORD_1175,1190.48,23.81,4.29,1162.38,setl_018,2026-08-22 23:58:00,2026-08-24,captured
pay_9CT1G96F,ORD_1176,716.06,14.32,2.58,699.16,setl_018,2026-08-23 05:38:00,2026-08-24,captured
pay_KQ99IC1J,ORD_1177,497.06,9.94,1.79,485.33,setl_018,2026-08-23 07:54:00,2026-08-24,captured
pay_L0S642MO,ORD_1178,989.94,19.8,3.56,966.58,setl_018,2026-08-22 21:35:00,2026-08-23,captured
pay_5E2MJG8B,ORD_1179,248.78,4.98,0.9,242.9,setl_018,2026-08-22 22:54:00,2026-08-23,captured
pay_3KHCD9NX,ORD_1180,307.86,6.16,1.11,300.59,setl_018,2026-08-22 23:40:00,2026-08-23,captured
pay_1PKZ2BR1,ORD_1181,1838.87,36.78,6.62,1795.47,setl_018,2026-08-23 07:10:00,2026-08-24,captured
pay_C6QVQF7N,ORD_1182,271.99,5.44,0.98,265.57,setl_018,2026-08-22 23:33:00,2026-08-23,captured
pay_DXMGBO7I,ORD_1183,1803.03,36.06,6.49,1760.48,setl_019,2026-08-22 19:32:00,2026-08-23,captured
pay_IYC0NWHG,ORD_1184,1880.59,37.61,6.77,1836.21,setl_019,2026-08-22 20:14:00,2026-08-23,captured
pay_NDXCP9QJ,ORD_1185,1566.61,31.33,5.64,1529.64,setl_019,2026-08-23 03:57:00,2026-08-24,captured
pay_T6YLAVW3,ORD_1186,396.08,7.92,1.43,386.73,setl_019,2026-08-22 17:35:00,2026-08-23,captured
pay_XJ73PSZK,ORD_1187,1911.06,38.22,6.88,1865.96,setl_019,2026-08-23 07:07:00,2026-08-24,captured
pay_LGC9AMNT,ORD_1188,732.85,14.66,2.64,715.55,setl_019,2026-08-22 17:33:00,2026-08-23,captured
pay_N1YDGSMO,ORD_1189,1221.19,24.42,4.4,1192.37,setl_019,2026-08-23 01:51:00,2026-08-24,captured
pay_3060GB3N,ORD_1190,1487.52,29.75,5.35,1452.42,setl_019,2026-08-23 03:19:00,2026-08-24,captured
pay_RCYAE2B8,ORD_1191,2496.49,49.93,8.99,2437.57,setl_019,2026-08-23 06:04:00,2026-08-24,captured
pay_XHMTETX6,ORD_1192,383.4,7.67,1.38,374.35,setl_020,2026-08-22 18:35:00,2026-08-23,captured
pay_PGGCAJAK,ORD_1193,1899.63,37.99,6.84,1854.8,setl_020,2026-08-22 17:43:00,2026-08-23,captured
pay_WD3P2R89,ORD_1194,205.13,4.1,0.74,159.26,setl_020,2026-08-22 17:31:00,2026-08-23,captured
pay_GZIHK7IY,ORD_1195,868.62,17.37,3.13,848.12,setl_020,2026-08-23 02:51:00,2026-08-24,captured
pay_S8AP097N,ORD_1196,1292.26,25.85,4.65,1261.76,setl_020,2026-08-22 20:07:00,2026-08-23,captured
pay_GNMA0JW8,ORD_1197,1459.51,29.19,5.25,1425.07,setl_020,2026-08-23 07:41:00,2026-08-24,captured
pay_VALMP56G,ORD_1198,898.04,17.96,3.23,876.85,setl_020,2026-08-22 20:45:00,2026-08-23,captured
pay_IQPEH9QF,ORD_1199,1793.42,35.87,6.46,1751.09,setl_020,2026-08-23 02:17:00,2026-08-24,captured
pay_L2JZPE0G,ORD_1200,1893.74,37.87,6.82,1849.05,setl_021,2026-08-22 22:24:00,2026-08-23,captured
pay_U1JKGFCM,ORD_1201,1022.59,20.45,3.68,998.46,setl_021,2026-08-23 09:04:00,2026-08-24,captured
pay_09NW8TVY,ORD_1202,339.15,6.78,1.22,331.15,setl_021,2026-08-22 21:32:00,2026-08-23,captured
pay_RPWBYILS,ORD_1203,1453.38,29.07,5.23,1419.08,setl_021,2026-08-23 04:50:00,2026-08-24,captured
pay_TZY2CLWV,ORD_1204,491.83,9.84,1.77,480.22,setl_021,2026-08-23 08:42:00,2026-08-24,captured
pay_STJ6VL5Y,ORD_1205,667.0,13.34,2.4,651.26,setl_021,2026-08-22 21:58:00,2026-08-23,captured
pay_OV9CYG4T,ORD_1206,3483.53,69.67,12.54,3401.32,setl_021,2026-08-22 22:23:00,2026-08-23,captured
pay_17ORZOTX,ORD_1207,1628.03,32.56,5.86,1589.61,setl_021,2026-08-22 21:08:00,2026-08-23,captured
pay_LWJKQAZN,ORD_1208,236.78,4.74,0.85,231.19,setl_022,2026-08-23 00:17:00,2026-08-24,captured
pay_I45N502U,ORD_1209,1452.83,29.06,5.23,1418.54,setl_022,2026-08-23 05:28:30,2026-08-24,captured
pay_T44H36FT,ORD_1209,1452.83,29.06,5.23,1418.54,setl_022,2026-08-23 05:28:00,2026-08-24,captured
pay_JZJD5PI0,ORD_1210,155.39,3.11,0.56,151.72,setl_022,2026-08-22 21:05:00,2026-08-23,captured
pay_VPJOCFDD,ORD_1211,251.0,5.02,0.9,245.08,setl_022,2026-08-22 19:45:00,2026-08-23,captured
pay_I1DFGB0M,ORD_1212,1909.39,38.19,6.87,1864.33,setl_022,2026-08-23 03:04:00,2026-08-24,captured
pay_7T63MWNL,ORD_1213,925.52,18.51,3.33,903.68,setl_022,2026-08-22 21:50:00,2026-08-23,captured
pay_QZPNDQ5H,ORD_1214,1641.1,32.82,5.91,1602.37,setl_022,2026-08-22 20:40:00,2026-08-23,captured
pay_5N3IQ2PI,ORD_1215,2987.32,59.75,10.75,2916.82,setl_022,2026-08-23 06:58:00,2026-08-24,captured
pay_CAP7IZ2H,ORD_1216,385.11,7.7,1.39,376.02,setl_022,2026-08-23 20:44:00,2026-08-24,captured
pay_JDMJ2UIV,ORD_1217,2504.7,50.09,9.02,2445.59,setl_022,2026-08-23 20:33:00,2026-08-24,captured
