payment_id,order_id,amount,fee,tax,net_amount,settlement_id,payment_date,settlement_date,status
pay_UFM8ZOV7,ORD_1063,174.2,3.48,0.63,170.09,setl_007,2026-08-20 21:22:00,2026-08-21,captured
pay_DYSAL8M1,ORD_1064,3486.67,69.73,12.55,3404.39,setl_007,2026-08-20 21:47:00,2026-08-21,captured
pay_ST0SX5WV,ORD_1065,1249.0,24.98,4.5,1219.52,setl_007,2026-08-20 19:19:00,2026-08-21,captured
pay_BNZ8V12I,ORD_1066,1767.08,35.34,6.36,1725.38,setl_007,2026-08-20 22:50:00,2026-08-21,captured
pay_9QKNS832,ORD_1067,245.56,4.91,0.88,239.77,setl_007,2026-08-20 23:28:00,2026-08-21,captured
pay_ZSEDFQS3,ORD_1068,204.22,4.08,0.73,199.41,setl_007,2026-08-21 04:36:00,2026-08-22,captured
pay_ONNCILDZ,ORD_1069,1230.67,24.61,4.43,1201.63,setl_008,2026-08-20 17:27:00,2026-08-21,captured
pay_1QW6AHF7,ORD_1070,262.76,5.26,0.95,256.55,setl_008,2026-08-21 08:46:00,2026-08-22,captured
pay_EIXWC4RT,ORD_1071,2491.33,49.83,8.97,2432.53,setl_008,2026-08-21 02:18:00,2026-08-22,captured
pay_WIOXD9CS,ORD_1072,1873.19,37.46,6.74,1828.99,setl_008,2026-08-21 02:28:00,2026-08-22,captured
pay_9JA2M0W1,ORD_1073,2504.42,50.09,9.02,2445.31,setl_008,2026-08-21 08:06:00,2026-08-22,captured
pay_3Y9RGEZ7,ORD_1074,253.43,5.07,0.91,247.45,setl_008,2026-08-21 03:54:00,2026-08-22,captured
pay_S9TJ1GM2,ORD_1075,169.16,3.38,0.61,165.17,setl_008,2026-08-20 18:23:00,2026-08-21,captured
pay_06N9RR7S,ORD_1076,211.45,4.23,0.76,206.46,setl_008,2026-08-21 07:00:00,2026-08-22,captured
pay_LCXLVPYM,ORD_1077,1556.89,31.14,5.61,1520.14,setl_009,2026-08-20 22:37:30,2026-08-21,captured
pay_B5M9J98C,ORD_1077,1556.89,31.14,5.61,1520.14,setl_009,2026-08-20 22:37:00,2026-08-21,captured
pay_4YPEIXN8,ORD_1078,1000.31,20.01,3.6,976.7,setl_009,2026-08-20 22:03:00,2026-08-21,captured
pay_1UTOXIE0,ORD_1079,1464.34,29.29,5.27,1429.78,setl_009,2026-08-21 04:27:00,2026-08-22,captured
pay_HECGZ938,ORD_1081,269.4,5.39,0.97,263.04,setl_009,2026-08-21 02:48:00,2026-08-22,captured
pay_4Z7W2SEH,ORD_1082,1019.95,20.4,3.67,995.88,setl_009,2026-08-21 03:00:00,2026-08-22,captured
pay_N2TWDL9Z,ORD_1083,1228.04,24.56,4.42,1199.06,setl_009,2026-08-21 04:40:00,2026-08-22,captured
pay_XQYM52XG,ORD_1084,1625.92,32.52,5.85,1587.55,setl_009,2026-08-20 19:11:00,2026-08-21,captured
pay_KF7I8SKC,ORD_1085,1599.29,31.99,5.76,1561.54,setl_009,2026-08-20 20:35:00,2026-08-21,captured
pay_DXVUGW6M,ORD_1086,3476.45,69.53,12.52,3394.4,setl_009,2026-08-21 02:44:00,2026-08-22,captured
pay_JHUWB6TX,ORD_1087,3031.52,60.63,10.91,2959.98,setl_009,2026-08-20 19:07:00,2026-08-21,captured
pay_CCPRHVLZ,ORD_1088,1273.49,25.47,4.58,1243.44,setl_010,2026-08-21 05:23:00,2026-08-22,captured
pay_QJIDKNWI,ORD_1089,412.08,8.24,1.48,402.36,setl_010,2026-08-20 20:22:00,2026-08-21,captured
pay_RSRLA8S8,ORD_1090,392.38,7.85,1.41,383.12,setl_010,2026-08-21 03:14:00,2026-08-22,captured
pay_5XQT4P50,ORD_1091,1884.29,37.69,6.78,1839.82,setl_010,2026-08-21 02:36:00,2026-08-22,captured
pay_KNQT3WVE,ORD_1092,953.52,19.07,3.43,931.02,setl_010,2026-08-20 23:28:00,2026-08-21,captured
pay_HSSBELRQ,ORD_1093,436.32,8.73,1.57,426.02,setl_010,2026-08-21 04:50:00,2026-08-22,captured
pay_90KM3TZK,ORD_1094,2462.98,49.26,8.87,2404.85,setl_010,2026-08-21 03:14:00,2026-08-22,captured
pay_20YAR821,ORD_1095,982.12,23.18,4.17,954.77,setl_010,2026-08-21 06:40:00,2026-08-22,captured
pay_WW4FYB8D,ORD_1096,1221.14,24.42,4.4,1192.32,setl_010,2026-08-21 08:15:00,2026-08-22,captured
pay_O1750CEH,ORD_1097,680.37,13.61,2.45,664.31,setl_011,2026-08-21 06:46:00,2026-08-22,captured
pay_MM1ZXYVG,ORD_1098,1301.55,26.03,4.69,1270.83,setl_011,2026-08-20 22:34:00,2026-08-21,captured
pay_ZYRRU7ZK,ORD_1099,254.81,5.1,0.92,248.79,setl_011,2026-08-21 02:52:00,2026-08-22,captured
pay_KKZMPJRH,ORD_1100,3486.97,69.74,12.55,3404.68,setl_011,2026-08-21 04:51:00,2026-08-22,captured
pay_WVIYTWBO,ORD_1101,292.3,5.85,1.05,285.4,setl_011,2026-08-21 01:09:00,2026-08-22,captured
pay_O75RH8LX,ORD_1102,917.12,18.34,3.3,895.48,setl_011,2026-08-20 17:37:00,2026-08-21,captured
pay_P47B42G0,ORD_1103,1872.22,37.44,6.74,1828.04,setl_011,2026-08-20 19:00:00,2026-08-21,captured
pay_K9TR74QG,ORD_1104,2949.93,59.0,10.62,2880.31,setl_011,2026-08-20 21:02:00,2026-08-21,captured
pay_AMKYGVWO,ORD_1105,315.25,6.3,1.13,307.82,setl_012,2026-08-21 01:47:00,2026-08-22,captured
pay_R7ANQJLU,ORD_1106,2481.79,49.64,8.94,2423.21,setl_012,2026-08-20 20:13:00,2026-08-21,captured
pay_QFY751YW,ORD_1107,475.16,9.5,1.71,463.95,setl_012,2026-08-21 00:04:00,2026-08-22,captured
pay_Q9NZ6123,ORD_1108,1010.46,20.21,3.64,986.61,setl_012,2026-08-20 21:32:00,2026-08-21,captured
pay_CUCTSUFL,ORD_1109,1536.31,30.73,5.53,1500.05,setl_012,2026-08-21 07:36:00,2026-08-22,captured
pay_QCEOUUYL,ORD_1110,660.62,13.21,2.38,645.03,setl_012,2026-08-21 08:10:00,2026-08-22,captured
pay_BMC97C7B,ORD_1111,424.45,8.49,1.53,414.43,setl_012,2026-08-20 23:38:00,2026-08-21,captured
pay_Q7NC85E4,ORD_1112,1825.9,36.52,6.57,1782.81,setl_012,2026-08-21 06:27:00,2026-08-22,captured
pay_419QZPNI,ORD_1113,1848.28,36.97,6.65,1804.66,setl_013,2026-08-20 21:48:00,2026-08-21,captured
pay_W76ICVQY,ORD_1114,964.51,19.29,3.47,941.75,setl_013,2026-08-20 20:06:00,2026-08-21,captured
pay_H5CSK30L,ORD_1115,1223.05,24.46,4.4,1194.19,setl_013,2026-08-21 07:19:00,2026-08-22,captured
pay_JUV0GYUB,ORD_1116,322.69,6.45,1.16,315.08,setl_013,2026-08-21 00:29:00,2026-08-22,captured
pay_KGTII4FQ,ORD_1117,477.58,9.55,1.72,466.31,setl_013,2026-08-21 06:28:00,2026-08-22,captured
pay_JLCQNT3B,ORD_1118,3490.27,69.81,12.57,3407.89,setl_013,2026-08-20 21:26:00,2026-08-21,captured
pay_0UR5L8A7,ORD_1119,1509.29,30.19,5.43,1473.67,setl_013,2026-08-20 23:56:00,2026-08-21,captured
pay_T1NTMJSR,ORD_1120,1340.44,26.81,4.83,1308.8,setl_013,2026-08-20 23:27:00,2026-08-21,captured
pay_B50ATVZK,ORD_1121,1325.16,26.5,4.77,1293.89,setl_014,2026-08-20 23:59:00,2026-08-22,captured
pay_XYJ38XRG,ORD_1122,322.0,6.44,1.16,314.4,setl_014,2026-08-21 00:36:00,2026-08-22,captured
pay_98S4C3BA,ORD_1123,1763.0,35.26,6.35,1721.39,setl_014,2026-08-21 08:16:00,2026-08-22,captured
pay_QCW76XAT,ORD_1124,1155.8,23.12,4.16,1128.52,setl_014,2026-08-20 17:18:00,2026-08-21,captured
pay_A3Y36DDF,ORD_1125,450.67,9.01,1.62,440.04,setl_014,2026-08-21 01:37:00,2026-08-22,captured
pay_C8QIZK3C,ORD_1126,1501.65,30.03,5.41,1466.21,setl_014,2026-08-21 01:54:00,2026-08-22,captured
pay_ZC4XL996,ORD_1127,1489.53,29.79,5.36,1454.38,setl_014,2026-08-21 08:04:00,2026-08-22,captured
pay_7YKTXG4A,ORD_1128,1170.14,23.4,4.21,1142.53,setl_014,2026-08-21 08:18:00,2026-08-22,captured
pay_KUU4YTN0,ORD_1129,1863.42,37.27,6.71,1819.44,setl_014,2026-08-21 06:00:00,2026-08-22,captured
pay_ICVWV8LW,ORD_1130,2523.55,50.47,9.08,2464.0,setl_015,2026-08-20 18:10:00,2026-08-21,captured
pay_YXDW2ZCF,ORD_1131,1271.81,25.44,4.58,1241.79,setl_015,2026-08-21 05:29:00,2026-08-22,captured
pay_Q1DDPUSD,ORD_1132,430.67,8.61,1.55,420.51,setl_015,2026-08-20 19:03:00,2026-08-21,captured
pay_AO20U9IS,ORD_1133,1004.42,20.09,3.62,980.71,setl_015,2026-08-21 03:59:00,2026-08-22,captured
pay_CPPRCJIW,ORD_1134,1762.88,35.26,6.35,1721.27,setl_015,2026-08-21 01:33:00,2026-08-22,captured
pay_8LW2LM34,ORD_1135,1468.55,29.37,5.29,1433.89,setl_015,2026-08-20 21:20:00,2026-08-21,captured
pay_GOL0W82L,ORD_1136,279.04,5.58,1.0,272.46,setl_015,2026-08-20 23:33:00,2026-08-21,captured
pay_G1A07H23,ORD_1137,435.5,8.71,1.57,425.22,setl_015,2026-08-20 23:42:00,2026-08-21,captured
pay_XZ2C9ROS,ORD_1138,1616.3,32.33,5.82,1578.15,setl_016,2026-08-21 02:18:00,2026-08-22,captured
pay_XMXB9YO1,ORD_1139,3452.68,69.05,12.43,3371.2,setl_016,2026-08-20 19:08:00,2026-08-21,captured
pay_UYHNQYYF,ORD_1140,850.05,17.0,3.06,829.99,setl_016,2026-08-21 00:37:00,2026-08-22,captured
pay_MM2SMDZQ,ORD_1141,1259.45,25.19,4.53,1229.73,setl_016,2026-08-20 19:09:00,2026-08-21,captured
pay_XYF9IGFU,ORD_1142,153.47,3.07,0.55,149.85,setl_016,2026-08-20 20:04:00,2026-08-21,captured
pay_O05QPAHK,ORD_1143,1228.78,24.58,4.42,1199.78,setl_016,2026-08-20 22:15:00,2026-08-21,captured
pay_HEYR8LNO,ORD_1144,1859.18,37.18,6.69,1815.31,setl_016,2026-08-20 22:26:00,2026-08-21,captured
pay_7VYLIENF,ORD_1145,984.2,19.68,3.54,960.98,setl_016,2026-08-20 22:55:00,2026-08-21,captured
pay_RT77GGKG,ORD_1146,1608.64,32.17,5.79,1570.68,setl_016,2026-08-21 05:29:00,2026-08-22,captured
pay_HNUXORZP,ORD_1147,1454.36,29.09,5.24,1420.03,setl_016,2026-08-20 17:33:00,2026-08-21,captured
pay_JTGQ01TE,ORD_1148,1505.54,30.11,5.42,1470.01,setl_017,2026-08-21 00:19:00,2026-08-22,captured
pay_T9D31K9Q,ORD_1149,276.51,5.53,1.0,269.98,setl_017,2026-08-20 18:52:00,2026-08-21,captured
pay_Y4VPW232,ORD_1150,1492.91,29.86,5.37,1457.68,setl_017,2026-08-21 00:18:00,2026-08-22,captured
pay_KJ49YD82,ORD_1151,1002.23,20.04,3.61,978.58,setl_017,2026-08-20 22:23:00,2026-08-21,captured
pay_Z31YRUJO,ORD_1152,285.7,5.71,1.03,278.96,setl_017,2026-08-20 21:17:00,2026-08-21,captured
pay_0Z5QRU54,ORD_1153,1512.36,30.25,5.44,1476.67,setl_017,2026-08-20 19:30:00,2026-08-21,captured
pay_2O83RLKT,ORD_1154,712.48,14.25,2.56,695.67,setl_017,2026-08-21 04:55:00,2026-08-22,captured
pay_W4A7FQ9P,ORD_1155,1934.24,38.68,6.96,1888.6,setl_017,2026-08-20 18:03:00,2026-08-21,captured
pay_JN6FOKZI,ORD_1156,164.9,3.3,0.59,161.01,setl_017,2026-08-20 19:44:00,2026-08-21,captured
pay_IYAZ39PE,ORD_1157,849.11,16.98,3.06,829.07,setl_018,2026-08-20 19:13:00,2026-08-21,captured
pay_NKN35XYC,ORD_1158,1187.31,23.75,4.27,1159.29,setl_018,2026-08-20 20:09:00,2026-08-21,captured
pay_WFOY4DD1,ORD_1159,510.03,10.2,1.84,497.99,setl_018,2026-08-21 07:24:00,2026-08-22,captured
pay_IXIVZK7A,ORD_1160,434.15,8.68,1.56,337.08,setl_018,2026-08-21 03:52:00,2026-08-22,captured
pay_KB68RERV,ORD_1161,400.77,8.02,1.44,391.31,setl_018,2026-08-20 23:51:00,2026-08-21,captured
pay_PTGQ9CVA,ORD_1162,547.69,10.95,1.97,534.77,setl_018,2026-08-20 21:29:00,2026-08-21,captured
pay_1POXTFDC,ORD_1163,3041.26,60.83,10.95,2969.48,setl_018,2026-08-21 02:45:00,2026-08-22,captured
pay_04CDPQVL,ORD_1164,302.64,6.05,1.09,295.5,setl_018,2026-08-20 19:23:00,2026-08-21,captured
pay_8S2ZGE2J,ORD_1165,850.27,17.01,3.06,830.2,setl_018,2026-08-20 17:14:00,2026-08-21,captured
pay_J9WRSB4G,ORD_1166,482.5,9.65,1.74,471.11,setl_019,2026-08-21 01:34:00,2026-08-22,captured
pay_A4ABN7G8,ORD_1167,276.33,5.53,1.0,269.8,setl_019,2026-08-20 20:19:00,2026-08-21,captured
pay_I6L3UEYB,ORD_1168,3529.31,70.59,12.71,3446.01,setl_019,2026-08-21 06:17:00,2026-08-22,captured
pay_51LDQNK2,ORD_1169,2547.14,50.94,9.17,2487.03,setl_019,2026-08-20 20:00:00,2026-08-21,captured
pay_0T2F7ATW,ORD_1170,1195.39,23.91,4.3,1167.18,setl_019,2026-08-21 08:51:00,2026-08-22,captured
pay_DTIRC9ZD,ORD_1171,299.15,5.98,1.08,292.09,setl_019,2026-08-21 05:57:00,2026-08-22,captured
pay_USWOVCXE,ORD_1172,2490.31,49.81,8.97,2431.53,setl_019,2026-08-21 07:48:00,2026-08-22,captured
pay_JCH2VFFQ,ORD_1173,284.09,5.68,1.02,277.39,setl_019,2026-08-21 03:24:00,2026-08-22,captured
pay_Q4D3KZVH,ORD_1174,902.59,18.05,3.25,881.29,setl_019,2026-08-20 23:31:00,2026-08-21,captured
pay_BK3G84UT,ORD_1175,258.12,5.16,0.93,252.03,setl_019,2026-08-21 04:30:00,2026-08-22,captured
pay_39E3NWXU,ORD_1176,659.19,13.18,2.37,643.64,setl_020,2026-08-20 20:01:00,2026-08-21,captured
pay_3D43E7B7,ORD_1177,1451.18,29.02,5.22,1416.94,setl_020,2026-08-21 00:01:00,2026-08-21,captured
pay_HGK5BWIK,ORD_1178,448.61,8.97,1.61,438.03,setl_020,2026-08-21 06:14:00,2026-08-22,captured
pay_PX2I9TAN,ORD_1179,3496.9,69.94,12.59,3414.37,setl_020,2026-08-21 01:26:00,2026-08-22,captured
pay_SNGLH62C,ORD_1180,1303.45,26.07,4.69,1272.69,setl_020,2026-08-21 05:03:00,2026-08-22,captured
pay_IIT2018U,ORD_1181,2484.74,49.69,8.94,2426.11,setl_020,2026-08-21 00:11:00,2026-08-22,captured
pay_L0MVZMUF,ORD_1182,1042.52,20.85,3.75,1017.92,setl_020,2026-08-20 22:20:00,2026-08-21,captured
pay_CVARLW3M,ORD_1183,1303.21,26.06,4.69,1272.46,setl_020,2026-08-21 08:03:00,2026-08-22,captured
pay_448N7ODK,ORD_1184,304.96,6.1,1.1,297.76,setl_020,2026-08-20 21:50:00,2026-08-21,captured
pay_G8Y72IVG,ORD_1185,1822.24,36.44,6.56,1779.24,setl_021,2026-08-21 08:44:00,2026-08-22,captured
pay_O98BV78H,ORD_1186,161.73,3.23,0.58,157.92,setl_021,2026-08-20 17:49:00,2026-08-21,captured
pay_I9G5DZX5,ORD_1187,942.67,18.85,3.39,920.43,setl_021,2026-08-21 03:48:00,2026-08-22,captured
pay_2ZBPPFO5,ORD_1188,475.52,9.51,1.71,464.3,setl_021,2026-08-20 19:25:00,2026-08-21,captured
pay_C4KL8CGN,ORD_1189,3486.53,69.73,12.55,3404.25,setl_021,2026-08-21 00:14:00,2026-08-22,captured
pay_6ZPXVPBL,ORD_1190,3543.18,70.86,12.75,3459.57,setl_021,2026-08-21 03:43:00,2026-08-22,captured
pay_KDOTRBAD,ORD_1191,1618.72,32.37,5.83,1580.52,setl_021,2026-08-21 01:45:00,2026-08-22,captured
pay_9RE2Q6JX,ORD_1192,1268.97,25.38,4.57,1239.02,setl_021,2026-08-20 23:13:00,2026-08-21,captured
pay_BPJ4UFZD,ORD_1193,1786.1,35.72,6.43,1743.95,setl_021,2026-08-21 04:15:00,2026-08-22,captured
pay_43PT5R5R,ORD_1194,3490.4,69.81,12.57,3408.02,setl_021,2026-08-21 00:36:30,2026-08-22,captured
pay_C6ZS62YW,ORD_1194,3490.4,69.81,12.57,3408.02,setl_021,2026-08-21 00:36:00,2026-08-22,captured
pay_EP9P9W4J,ORD_1195,666.29,13.33,2.4,650.56,setl_022,2026-08-20 23:53:00,2026-08-21,captured
pay_S7AZV2EF,ORD_1196,1487.81,29.76,5.36,1452.69,setl_022,2026-08-21 03:57:00,2026-08-22,captured
pay_2555JXUR,ORD_1197,1907.27,38.15,6.87,1862.25,setl_022,2026-08-20 20:37:00,2026-08-21,captured
pay_6LI076A3,ORD_1198,239.3,4.79,0.86,233.65,setl_022,2026-08-21 05:06:00,2026-08-22,captured
pay_E9P3JPXG,ORD_1199,177.03,3.54,0.64,172.85,setl_022,2026-08-20 20:57:00,2026-08-21,captured
pay_SFLSE45B,ORD_1200,1623.09,32.46,5.84,1584.79,setl_022,2026-08-21 04:53:00,2026-08-22,captured
pay_3SWEBNVG,ORD_1202,3040.8,60.82,10.95,2969.03,setl_022,2026-08-20 23:20:00,2026-08-21,captured
pay_0YKNFU84,ORD_1203,1904.13,38.08,6.85,1859.2,setl_022,2026-08-20 22:56:00,2026-08-21,captured
pay_REG2IV7Z,ORD_1204,375.91,8.87,1.6,365.44,setl_022,2026-08-20 17:56:00,2026-08-21,captured
pay_KSWVA984,ORD_1205,1638.55,32.77,5.9,1599.88,setl_022,2026-08-21 23:59:00,2026-08-23,captured
pay_MJLJX8XG,ORD_1206,1509.91,30.2,5.44,1474.27,setl_022,2026-08-20 20:31:00,2026-08-21,captured
pay_YZX9JPNB,ORD_1207,1238.97,24.78,4.46,1209.73,setl_022,2026-08-21 05:45:00,2026-08-22,captured
pay_WR7MKGXU,ORD_1208,383.32,7.67,1.38,374.27,setl_023,2026-08-21 00:48:00,2026-08-22,captured
pay_1GYMDM0L,ORD_1209,896.08,17.92,3.23,874.93,setl_023,2026-08-21 01:51:00,2026-08-22,captured
pay_Q5V7C6S5,ORD_1210,975.06,19.5,3.51,952.05,setl_023,2026-08-21 07:55:00,2026-08-22,captured
pay_M969F5GC,ORD_1211,2478.84,49.58,8.92,2420.34,setl_023,2026-08-20 21:10:00,2026-08-21,captured
pay_H1UF22EP,ORD_1212,1780.34,35.61,6.41,1738.32,setl_023,2026-08-20 17:31:00,2026-08-21,captured
pay_T0861TAA,ORD_1213,441.9,8.84,1.59,431.47,setl_023,2026-08-21 05:01:00,2026-08-22,captured
pay_NVG3KK0V,ORD_1214,1218.35,24.37,4.39,1189.59,setl_023,2026-08-21 02:09:00,2026-08-22,captured
pay_MG87OI0E,ORD_1215,1637.8,32.76,5.9,1599.14,setl_023,2026-08-21 04:01:00,2026-08-22,captured
pay_NX1WVBD4,ORD_1216,1899.46,37.99,6.84,1854.63,setl_024,2026-08-21 04:46:00,2026-08-22,captured
pay_RFZWKXXJ,ORD_1217,890.68,17.81,3.21,869.66,setl_024,2026-08-20 20:38:00,2026-08-21,captured
pay_2RV239MO,ORD_1218,290.88,5.82,1.05,225.83,setl_024,2026-08-20 20:19:00,2026-08-21,captured
