payment_id,order_id,amount,fee,tax,net_amount,settlement_id,payment_date,settlement_date,status
pay_YIHAIR4C,ORD_1030,1477.38,29.55,5.32,1442.51,setl_004,2026-08-23 03:07:00,2026-08-24,captured
pay_IXA11DPG,ORD_1031,1868.44,37.37,6.73,1824.34,setl_004,2026-08-23 05:35:00,2026-08-24,captured
pay_2Y9V86WZ,ORD_1032,654.02,15.43,2.78,635.81,setl_004,2026-08-22 20:31:00,2026-08-23,captured
pay_0RJIW1SW,ORD_1033,1632.06,32.64,5.88,1593.54,setl_004,2026-08-23 07:59:00,2026-08-24,captured
pay_LTEIYZCO,ORD_1034,656.75,13.13,2.36,641.26,setl_004,2026-08-24 00:20:00,2026-08-25,captured
pay_8A5UR7KO,ORD_1035,690.58,13.81,2.49,674.28,setl_004,2026-08-24 06:29:00,2026-08-25,captured
pay_PBMYOFQE,ORD_1036,3523.75,70.48,12.69,3440.58,setl_004,2026-08-24 23:59:00,2026-08-26,captured
pay_EQBNHL1N,ORD_1037,3451.7,69.03,12.43,3370.24,setl_004,2026-08-23 17:09:00,2026-08-24,captured
pay_B8IC8BBI,ORD_1038,282.49,5.65,1.02,275.82,setl_004,2026-08-23 17:52:00,2026-08-24,captured
pay_UHZ1GV0E,ORD_1039,1464.24,29.28,5.27,1429.69,setl_005,2026-08-24 08:43:00,2026-08-25,captured
pay_OZCYWD14,ORD_1040,159.81,3.2,0.58,156.03,setl_005,2026-08-24 02:40:00,2026-08-25,captured
pay_PNSM43D8,ORD_1041,928.62,18.57,3.34,906.71,setl_005,2026-08-23 18:27:00,2026-08-24,captured
pay_1Q3VLI7K,ORD_1042,292.55,5.85,1.05,285.65,setl_005,2026-08-24 01:44:00,2026-08-25,captured
pay_RLRMJKV5,ORD_1043,1224.05,24.48,4.41,1195.16,setl_005,2026-08-24 05:22:00,2026-08-25,captured
pay_R1YXR2DH,ORD_1044,500.66,10.01,1.8,488.85,setl_005,2026-08-24 19:19:00,2026-08-25,captured
pay_M9TMQLIZ,ORD_1045,215.4,4.31,0.78,210.31,setl_005,2026-08-25 08:40:00,2026-08-26,captured
pay_0JV1V93K,ORD_1046,923.29,18.47,3.32,901.5,setl_005,2026-08-24 22:14:00,2026-08-25,captured
pay_9TZE5R5U,ORD_1047,1779.23,35.58,6.4,1737.25,setl_005,2026-08-24 21:18:00,2026-08-25,captured
pay_ECRUYF38,ORD_1048,1293.05,25.86,4.65,1262.54,setl_005,2026-08-24 18:20:00,2026-08-25,captured
pay_2ISQP49K,ORD_1049,1160.85,23.22,4.18,1133.45,setl_006,2026-08-25 06:43:00,2026-08-26,captured
pay_WJCITFOY,ORD_1050,3009.96,60.2,10.84,2938.92,setl_006,2026-08-24 20:50:00,2026-08-25,captured
pay_CIJ2V2HE,ORD_1051,152.26,3.05,0.55,148.66,setl_006,2026-08-25 02:48:00,2026-08-26,captured
pay_2V37PQKO,ORD_1052,339.84,6.8,1.22,331.82,setl_006,2026-08-24 19:05:00,2026-08-25,captured
pay_60VAIY4V,ORD_1053,2503.0,50.06,9.01,2443.93,setl_006,2026-08-24 19:39:00,2026-08-25,captured
pay_X6GVWRDM,ORD_1054,256.62,5.13,0.92,250.57,setl_006,2026-08-24 22:35:00,2026-08-25,captured
pay_K83TQLL8,ORD_1055,366.01,7.32,1.32,357.37,setl_006,2026-08-26 03:30:00,2026-08-27,captured
pay_GN1W1HT7,ORD_1056,2531.49,50.63,9.11,2471.75,setl_006,2026-08-26 07:27:00,2026-08-27,captured
pay_LAOI4E8X,ORD_1057,1261.14,25.22,4.54,1231.38,setl_006,2026-08-26 00:47:00,2026-08-27,captured
pay_9ITN7S55,ORD_1058,1342.27,26.85,4.83,1310.59,setl_007,2026-08-26 01:30:00,2026-08-27,captured
pay_KKV9RFTM,ORD_1059,1582.99,31.66,5.7,1545.63,setl_007,2026-08-26 01:53:00,2026-08-27,captured
pay_UI1B0Z3N,ORD_1060,3486.72,69.73,12.55,3404.44,setl_007,2026-08-25 23:46:00,2026-08-26,captured
pay_5PSQ0OXF,ORD_1061,1345.48,26.91,4.84,1313.73,setl_007,2026-08-26 03:56:00,2026-08-27,captured
pay_444NLZ15,ORD_1062,232.86,4.66,0.84,227.36,setl_007,2026-08-26 05:42:00,2026-08-27,captured
pay_PDW5PY6B,ORD_1063,1455.84,29.12,5.24,1421.48,setl_007,2026-08-26 02:15:00,2026-08-27,captured
pay_OYGGVNYR,ORD_1064,184.85,3.7,0.67,180.48,setl_007,2026-08-25 21:20:00,2026-08-26,captured
pay_Y6QKTC89,ORD_1065,272.22,5.44,0.98,265.8,setl_007,2026-08-26 01:32:00,2026-08-27,captured
pay_4DNMKZA3,ORD_1066,1618.03,32.36,5.82,1579.85,setl_007,2026-08-27 02:16:00,2026-08-28,captured
pay_0361I2HG,ORD_1067,199.81,4.0,0.72,195.09,setl_007,2026-08-26 19:03:00,2026-08-27,captured
pay_BNE6LOH2,ORD_1068,311.82,6.24,1.12,304.46,setl_008,2026-08-26 18:23:00,2026-08-27,captured
pay_8K52QC1I,ORD_1069,2499.18,49.98,9.0,2440.2,setl_008,2026-08-26 22:20:00,2026-08-27,captured
pay_EN0JNWNY,ORD_1070,3485.58,69.71,12.55,3403.32,setl_008,2026-08-26 17:21:00,2026-08-27,captured
pay_HC36KOF8,ORD_1071,510.95,10.22,1.84,498.89,setl_008,2026-08-27 04:03:00,2026-08-28,captured
pay_N8ZTV05X,ORD_1072,1260.61,25.21,4.54,1230.86,setl_008,2026-08-26 21:28:00,2026-08-27,captured
pay_HQIN9N6X,ORD_1073,1489.81,29.8,5.36,1454.65,setl_008,2026-08-26 18:47:00,2026-08-27,captured
pay_XVA2IEUC,ORD_1074,426.59,8.53,1.54,416.52,setl_008,2026-08-27 07:07:00,2026-08-28,captured
pay_2VJ99T2D,ORD_1075,407.64,8.15,1.47,398.02,setl_008,2026-08-27 03:51:00,2026-08-28,captured
